adiposity	adiposity.coefficient.of.variation	average.adiposity..liver.	average.fat.mass..liver.	average.lean.mass..liver.	average.total.mass..liver.	Body.Weight	Col.C22.6.	fat.mass	FFA.C14.0.	FFA.C16.0.	FFA.C16.1.	FFA.C18.0.	FFA.C18.1.	FFA.C18.2.	FFA.C18.3.	FFA.C20.1.	FFA.C20.2.	FFA.C20.3.a	FFA.C20.3.b	FFA.C20.4.	FFA.C20.5.	FFA.C22.4.	FFA.C22.5.	FFA.C22.6.	FFA.C24.4.	FFA.C24.5.	FFA.C24.6.	fibrosed.area	free.fatty.acids	free.fatty.acids..pre.bleed.	free.fluid	G.CSF	Glucose	Glucose..pre.bleed.	GM.CSF	Gonadal.Fat	GRAN	GRAN..	HCT	HDL	HDL..pre.bleed.	HGB	HOMA.IR	HOMA.IR..pre.bleed.	IFNr	IL.10	IL.12..p40.	IL.12..p70.	IL.13	IL.15	IL.1a	IL.1b	IL.2	IL.4	IL.6	IL.7	Insulin	Insulin..pre.bleed.	IP.10	KC	Kidney..left.	lean.mass	lesion.area	Liver...body.weight	Liver.collagen	Liver.Total	LiverHist	LiverLipids	LiverMetab	LiverNMR	LiverResidual	LiverRNA	LiverSpare	LYM	LYM..	M.CSF	MCH	MCHC	MCP.1	MCV	MIG	MIP.1a	MIP.1b	MIP.2	MONO	MONO..	MPV	phospholipids..liver.	PLT	RANTES	RBC	RBC.Time	RDW..	RDWa	Spleen	TNFa	total.cholesterol	total.cholesterol..liver.	total.cholesterol..pre.bleed.	total.liver.weighed	triglycerides	triglycerides..liver.	triglycerides..pre.bleed.	unesterified.cholesterol	unesterified.cholesterol..liver.	unesterified.cholesterol..pre.bleed.	VLDL.LDL	VLDL.LDL..pre.bleed.	WBC	WBC.Time
384	0.214867722083373	0.020543756	0.223000428	0.304333333	1.060333333	1.364666667	27.46	7.76663320871975	5.96126	NA	118.817224801558	33.6512111678375	25.3907732513462	712.384951127577	69.7682335820201	1.44091938870418	21.169790060644	5.58810084285154	14.8764064934577	73.7868571724912	360.38042652563	2.99373173283025	31.3228854145906	14.6109583119781	55.6667453223884	1.40877992278513	0.678499836068885	0.552917848866661	1.384527045	101	54	0.245512	1185	302	169	0	0.776	3.1	31.5	39.1	43	22	14.6	11.48825652	NA	0	0	0	0	47.5	0	0	0	0	0	5.1	0	643	NA	237	1458	0.143	21.7826	69000	0.082665696	NA	2.27	0.21	0.13	0.25	1.38	0	0.11	0.19	6.3	62.3	0	13.8	37.4	80.3	37	102	26.02	0	0	0.7	6.2	5.7	15.4	349	13.76	10.57	15.96	20.3	25.9	0.125	0	1290	57.2	169	NA	336	108	577	425	7	53	1247	147	10.1	10.8
351	0.200438757186638	0.012728689	0.208929937	0.358666667	1.358	1.716666667	30.76	6.87293399647613	6.19831	NA	NA	14.7522836090114	12.0727412856152	416.825128056414	37.7480376800131	NA	7.91726016146196	2.69138298766216	6.29390509059315	21.9081890581694	168.097766351931	1.4569937379315	9.97457557767974	7.12926395455956	28.42588270339	NA	0.547038689089273	0.396070219697753	2.306286524	26	39	0.390827	311	168	206	0	0.592	2.9	15.7	38	89	30	13.3	3.011536414	NA	0	0	0	0	38.9	0	0	0	0	0	0	0	303	NA	240	147	0.15	24.7254	11750	0.115409623	NA	3.55	0.25	0.15	0.23	1.88	0.64	0.14	0.26	14.8	79.4	0	13.6	35.1	56.31	38.7	76.24	26.02	27.09	0	1	4.9	5.8	13.8	299	16.67	9.81	15.97	19.5	26	0.136	5.26	768	45.4	102	NA	368	164	271	312	5.6	41	679	72	18.7	13.78
349	0.202045392564989	0.02140282	0.179223217	0.343333333	1.572333333	1.915666667	26.65	NA	5.43057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.064498514	45	34	0.362004	260	248	193	0	0.538	2.1	21.5	37.4	60	8	13.6	9.052594214	NA	0	0	0	0	0	0	0	0	0	0	0	0	617	NA	153	80.03	0.145	21.4474	49000	0.10956848	NA	2.92	0.22	0.16	0.22	2.02	0	0.11	0.19	7.5	74.3	0	13.6	36.4	41.04	37.3	116	0	0	0	0.5	4.2	5.6	14.4	440	0	10	16.05	20.8	26.5	0.108	0	1172	74.6	68	NA	340	138	216	384	7.4	24	1112	60	10.1	10.72
348	0.182009160364812	0.023415318	0.229510152	0.428333333	1.438	1.866333333	26.65	NA	4.85961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	45	0.00236407	411	182	214	0	0.365	3.7	24.7	39.5	93	26	14.2	3.671655919	NA	0	0	0	0	0	0	0	0	0	0	9.59	0	341	NA	199	664	0.139	21.8402	13000	0.144840525	NA	3.86	0.24	0.14	0.19	1.96	1.01	0.11	0.21	10.8	70.7	0	14.1	35.9	115	39.4	44.27	0	0	0	0.8	4.6	5.3	NA	429	9.36	10.03	16.04	19.8	26.9	0.123	9	852	NA	101	NA	208	NA	271	376	NA	41	759	75	15.3	10.73
335	0.427151956151058	0.024178716	0.29165895	0.537333333	1.305	1.842333333	38.5	NA	17.9866	NA	NA	48.9077184648462	17.3854379825523	638.267368508989	46.8287059186822	1.09651859796352	13.126119147959	3.43513095353941	12.0788636268349	32.0995994614337	255.696955987203	1.57531142342462	4.14418714939568	8.98912772888819	79.4087587587289	0.338752842985195	0.524181278279379	0.427869195469863	0.242000672	23	44	0.0905399	393	211	204	0	2.173	0.7	15.8	36.2	157	76	12.8	24.17955393	NA	0	0	0	0	0	0	0	0	0	0	0	0	1937	NA	132	150	0.131	24.1216	0	0.074545455	NA	2.87	0.14	0.15	0.14	2.18	0	0.1	0.16	3.8	79.3	0	14.7	35.5	0	41.3	53.34	0	0	0	0.3	4.9	6.2	13.6	325	0	8.76	15.99	17	25.5	0.11	0	212	30.4	90	NA	10	228	60	48	4.8	20	55	14	4.8	10.7
334	0.229492227265181	0.014292755	0.25358926	0.482666667	1.420666667	1.903333333	28.45	2.01234651912684	6.59403	NA	156.310129269537	47.0191783316246	24.4703980043295	686.98309968324	62.0417633496572	1.53526961027324	13.1392084888	5.1715528703563	14.9685975152538	50.6020364587495	242.111455170269	2.27309881491737	12.6758157566149	9.31396896899098	56.0800808813398	0.49319833267752	0.711397823075329	NA	3.841030495	29	44	0.0935423	195	166	208	0	0.833	1.7	18.9	39.2	93	56	13.8	4.851446489	NA	0	0	0	0	0	0	0	0	0	0	6.77	0	494	NA	207	639	0.127	22.1391	5500	0.10228471	NA	2.91	0.14	0.14	0.14	2.17	0.07	0.09	0.16	7.1	76.2	0	13.8	35.2	89.42	39.2	72.69	26.02	0	0	0.5	4.9	5.7	14.8	409	7.89	9.99	15.9	18.5	25.8	0.126	6.01	612	48.2	157	NA	232	198	250	244	5.4	50	519	101	9.3	10.689
332	0.274162010384654	0.029066642	0.163988608	0.133666667	0.681333333	0.815	24.42	NA	7.28395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59284267	64	35	0.0882234	518	293	194	0	0.677	2	21.1	35.8	58	16	12.9	8.303082293	NA	0	0	0	15.72	38.9	0	0	14.58	0	0	11.28	0	479	NA	286	928	0.116	19.2841	118000	0.054463554	NA	1.33	0.06	0.09	0.14	0.84	0	0.09	0.11	6.9	73.6	6.44	13.9	36.2	70.91	38.5	76.85	26.02	0	0	0.5	5.3	5.9	17	372	0	9.3	15.96	18.3	24.8	0.113	7.51	996	56.4	140	NA	164	146	226	280	6.2	45	938	124	9.4	10.7
322	0.456996940040561	0.012848502	0.198179354	0.427666667	1.730333333	2.158	39.01	NA	19.1314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.357105817	59	39	-0.244767	265	290	195	74.86	2.171	0.3	21.8	37.3	19	12	13.8	33.86736082	NA	0	0	0	0	0	0	0	0	9.07	0	0	0	1974	NA	206	394	0.135	22.7319	81250	0.079210459	NA	3.09	0.19	0.19	0.2	2.16	0	0.11	0.24	1	70.9	9.05	14.7	37.2	51.29	39.5	82.56	0	39.86	0	0.1	7.3	5.9	12.4	446	22.37	9.44	15.99	21	28.2	0.169	0	916	44.6	138	NA	944	170	415	348	4.8	53	897	126	1.4	10.78
321	0.426132668399166	0.020617063	0.19127085	0.343333333	1.451666667	1.795	34.25	4.49735415804426	15.7909	NA	197.376324486884	41.906654479955	33.103617459597	902.758926551917	74.0077016587388	1.13729066229734	11.7065745445565	2.51425828235156	34.8831797080402	NA	403.067716240262	2.38032115889918	21.1824302143039	10.8348083550683	64.6579505321249	0.83416980395776	NA	NA	0.787129729	117	32	-0.213866	173	500	194	0	1.71	1.3	29.1	30.9	0	14	11	69.04099864	NA	0	0	0	0	30.54	0	0	0	0	0	0	0	2334	NA	240	527	0.117	21.2654	92250	0.074218978	NA	2.542	0.15	0.12	0.12	1.79	0.082	0.09	0.19	2.9	65.2	0	13.7	35.7	35.8	38.4	79.58	26.02	92.14	0	0.2	5.7	5.7	14.4	354	0	8.05	15.98	20.5	26.8	0.149	0	1498	55	176	NA	1296	224	385	560	6.4	65	1498	162	4.4	10.78
320	0.383803569856225	0.030246601	0.150149564	0.201	1.137666667	1.338666667	29.35	9.31348795820716	12.2048	NA	156.606028088311	26.563782004181	25.7064165515355	758.70569153373	60.8593092992391	1.07738924855237	9.00642860435421	2.87849313157535	7.67355717956284	29.3286264808458	NA	1.79201199063014	NA	9.10643942067553	47.6433345169967	1.03283897582742	NA	NA	1.054463533	78	29	-0.148925	194	301	160	0	1.375	0.4	26.6	38.4	55	11	13.7	8.796899959	NA	0	0	0	0	38.9	0	0	0	0	0	0	0	494	NA	283	394	0.105	19.5948	104000	0.071925043	NA	2.111	0.16	0.1	0.15	1.33	0.081	0.08	0.21	1.1	68	0	13.8	35.7	115	38.7	87.96	67.14	99.53	0	0.1	5.4	6	15	266	12.3	9.92	15.95	19.6	26.1	0.132	6.76	1290	58.8	125	NA	476	170	292	380	6.2	44	1235	114	1.6	10.76
316	0.156572179035114	0.052847996	0.125136237	0.26	1.817666667	2.077666667	25.78	NA	4.01054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.477311196	44	21	0.520323	60	156	159	0	0.305	3.6	28.8	37.9	81	21	13.3	2.427261433	NA	0	0	0	0	0	0	0	0	0	0	5.1	0	263	NA	208	862	1.53	21.6041	23000	0.115981381	NA	2.99	0.18	0.12	0.16	2.1	0.1	0.11	0.22	8.1	64	0	14	35.2	41.04	39.8	76.85	67.14	0	0	0.9	7.2	6.1	13.8	250	12.3	9.5	16	19.1	26.9	0.151	0	871	57.4	84	NA	280	112	118	356	6.2	33	790	63	12.6	10.76
296	0.134529003700816	0.045044848	0.072903666	0.138	1.755	1.893	22.84	NA	3.72127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.316512585	44	35	0.47825	521	187	173	192	0.263	1.2	32.4	37.9	56	6	13.6	2.666213098	NA	0	26.97	0	213	172	0	13.09	57.76	20.54	0	10.66	0	241	NA	238	467	0.136	23.9402	197250	0.119964974	NA	2.74	0.19	0.15	0.16	1.92	0	0.12	0.2	2.3	61.7	0	14.3	36	154	39.7	108	168	0	0	0.2	5.9	5.4	14	430	104	9.53	16	20.1	27.5	0.173	47.3	1208	69.6	83	NA	248	74	233	428	7	34	1152	77	3.7	10.72
275	0.297092799877052	0.022216237	0.23145207	0.483333333	1.605	2.088333333	37.64	NA	11.5988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	51	0.192316	593	186	154	0	2.022	0.4	23.4	37.5	48	27	13.8	17.45228658	NA	0	0	0	0	38.9	0	0	0	0	0	13.82	0	1586	NA	148	898	0.164	27.4422	25500	0.127258236	NA	4.79	NA	0.11	0.28	2.04	2.04	0.13	0.19	1.2	71.6	0	13.9	36.7	35.8	37.8	58.35	0	0	0	0.1	5	5.7	10.6	530	31.96	9.9	15.99	20	25.7	0.177	0	792	34.8	185	NA	476	174	210	252	4	45	744	158	1.7	10.73
273	0.45595561073558	0.013851222	0.305501397	0.591333333	1.344333333	1.935666667	47.74	NA	23.7976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	47	-0.292102	NA	218	238	NA	4.086	0.8	27.4	39	133	62	14	65.98166006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5116	NA	NA	NA	0.159	28.3952	250	0.083158777	NA	3.97	NA	0.19	0.23	1.86	1.29	0.14	0.26	2.1	66.3	NA	14.5	36	NA	40.2	NA	NA	NA	NA	0.3	6.3	6.2	NA	324	NA	9.71	15.95	17.5	25.7	0.153	NA	175	NA	90	NA	20	NA	50	35	NA	16	42	28	3.2	10.76
268	0.444490586932447	0.039681725	0.114088815	0.157666667	1.224333333	1.382	33.2	NA	17.0183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	34	-0.0348392	336	213	178	0	1.544	3.7	25.7	39.8	70	12	13.6	28.46636692	NA	0	0	0	0	38.9	0	0	0	0	0	0	0	2259	NA	227	553	0.117	21.2689	113500	0.054518072	NA	1.81	NA	0.12	0.13	1.34	0	0.1	0.12	9.6	66.1	0	13.3	34.3	80.3	38.9	105	0	71.37	0	1.2	8.2	5.9	14.4	261	6.42	10.23	15.97	19.5	26.2	0.107	5.26	1595	55.4	155	NA	442	134	437	357	6	53	1525	143	14.5	10.69
265	0.295131867098708	0.020743013	0.129630087	0.168	1.128	1.296	30.66	NA	9.85682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	31	0.0975961	NA	215	209	NA	1.058	1	21.9	41.2	85	65	14.6	16.10305863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1266	NA	NA	NA	0.163	23.5412	0	0.060665362	NA	1.86	NA	0.14	0.15	1.24	0	0.1	0.23	3.4	72.2	NA	14.9	35.5	NA	41.9	NA	NA	NA	NA	0.3	5.9	6.8	NA	324	NA	9.83	15.98	17.2	26.1	0.112	NA	184	NA	84	NA	13	NA	25	34	NA	13	99	19	4.7	10.68
254	0.286204503589707	0.032759225	0.177961643	0.321333333	1.484333333	1.805666667	30.65	NA	8.97432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	36	0.216769	NA	258	235	NA	0.996	1.5	27.7	36	27	5	12.6	20.19369343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1323	NA	NA	NA	0.151	22.382	323750	0.076998369	NA	2.36	NA	0.13	0.17	1.8	0	0.09	0.17	3.7	66.1	NA	13.8	35	NA	39.4	NA	NA	NA	NA	0.4	6.2	5.7	14	489	NA	9.13	16.01	19.9	26.9	0.14	NA	1133	38.4	138	NA	700	140	309	346	4.8	45	1106	133	5.6	10.71
240	0.139396126548779	0.033266021	0.175127879	0.327666667	1.543333333	1.871	25.87	NA	3.4764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	31	0.715579	548	229	190	24.23	0.384	1.2	24.5	36.8	73	41	13.4	7.261669526	NA	0	0	0	33.72	0	209	0	0	5.43	0	8.08	8.95	536	NA	245	947	0.149	21.4626	25500	0.102821801	NA	2.66	NA	0.24	0.18	1.9	0	0.13	0.21	3.6	70.8	0	14.1	36.5	61.25	38.7	73.77	0	0	0	0.2	4.7	5.7	13.4	563	15.22	9.51	16.09	20.9	27.3	0.166	0	812	54.6	98	NA	280	140	154	357	5.8	33	739	57	5	10.69
239	0.175039037403911	0.013806099	0.150284315	0.246666667	1.394666667	1.641333333	24.94	NA	4.44913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	39	0.316963	350	280	207	0	0.325	2.1	28.5	33.5	40	13	12.1	7.156126131	NA	0	0	0	0	22.51	26.83	0	0	0	0	19.69	0	432	NA	233	383	0.135	20.9688	181500	0.095028067	NA	2.37	NA	0.23	0.19	1.69	0	0.11	0.15	4.9	64	0	12.8	36.3	0	35.4	144	0	0	0	0.6	7.5	5.7	14.8	415	23.77	9.45	16	21.4	25	0.172	6.01	1337	65.6	123	NA	502	142	239	500	7	35	1297	110	7.6	10.7
232	0.356338108855164	0.008353251	0.203328085	0.370333333	1.451	1.821333333	38.25	NA	14.9285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	26	-0.0195319	10862	187	222	24.23	1.515	1.1	25.3	36.3	109	71	12.7	16.93764421	NA	0	0	0	0	97.35	0	13.09	4.9	0	0	7.94	0	1531	NA	184	610	0.157	26.9657	500	0.075555556	NA	2.89	NA	NA	0.22	1.84	0.47	0.12	0.24	3.1	68	0	14.9	34.9	80.3	42.6	84.33	0	50.04	0	0.3	6.7	6.5	14.4	242	0	8.52	15.95	17.4	27.4	0.093	0	195	63.8	84	NA	11	216	18	41	7	18	86	13	4.5	10.74
230	0.344028695241255	0.015254725	0.199238801	0.350333333	1.408	1.758333333	36.79	NA	13.6867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200	38	-0.0112274	336	628	221	0	1.58	2.2	27.1	35.1	0	15	13.3	59.8166006	NA	0	0	0	0	47.5	2892	0	0	0	0	8.23	144	1610	NA	220	496	0.162	26.0969	88750	0.08806741	NA	3.24	NA	NA	0.21	1.73	0.97	0.12	0.21	5.5	67.1	0	14.6	38	56.31	38.4	191	0	35.48	0	0.5	5.8	5.9	15.8	331	0	9.14	16.05	19.7	25.9	0.139	0	1875	55.6	131	NA	984	154	379	773	6	44	1875	116	8.2	10.7
226	0.2140389343389	0.005505634	0.227502226	0.45	1.528	1.978	26.06	NA	5.82596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	26	0.0369437	NA	182	219	NA	0.455	1.7	31.2	36.5	47	12	13.3	3.962373543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	368	NA	NA	NA	0.125	21.3932	97000	0.100920952	NA	2.63	NA	NA	0.2	2	0	0.15	0.28	3.4	61.6	NA	14.2	36.4	NA	38.9	NA	NA	NA	NA	0.4	7.2	5.4	NA	409	NA	9.37	15.98	20.8	27.7	0.14	NA	881	NA	95	NA	147	NA	197	328	NA	34	834	83	5.5	10.74
221	0.369438612409398	0.015488437	0.214946653	0.355666667	1.299	1.654666667	34.04	NA	14.0066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	46	-0.0965456	664	177	187	0	1.07	1.9	27.3	37.6	119	45	13.4	6.261965332	NA	0	30.07	0	0	0	0	0	0	0	0	27.07	0	598	NA	266	767	0.131	23.9066	27500	0.063160987	NA	2.15	NA	NA	0.18	1.68	0	0.12	0.17	4.6	65.7	0	14.7	35.7	46.2	41.3	80.33	48.67	0	0	0.6	7	6	14.4	266	48.5	9.09	15.99	17.2	25.9	0.173	9	1060	70.4	159	NA	193	216	288	316	7.2	65	941	114	7.1	10.73
220	0.33296787632935	0.009065038	0.24524105	0.485333333	1.493666667	1.979	32.69	NA	12.148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77	45	-0.0608028	1001	233	178	0	0.961	0.9	21.5	39	37	22	13.9	4.76944921	NA	0	0	0	0	30.54	0	0	0	0	0	10.66	0	346	NA	301	585	0.135	24.336	150500	0.074028755	NA	2.42	NA	NA	0.19	1.98	0	0.12	0.13	3	69.6	0	15.3	35.7	25.12	43	104	0	37.66	0	0.4	8.9	6.4	14	320	3.54	9.07	15.97	19.7	30.5	0.374	11.92	900	54.8	172	NA	250	200	329	258	6.2	54	863	150	4.3	10.69
210	0.211518588284541	0.006656029	0.229843607	0.439	1.471	1.91	27.25	NA	6.4679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	37	0.0783269	1264	126	215	133	0.392	1.8	26.9	38.7	54	21	13.9	1.632491274	NA	0	0	0	0	0	0	34.06	0	0	0	0	0	219	NA	233	1336	0.149	24.1105	23750	0.088440367	NA	2.41	NA	NA	0.16	1.94	0	0.11	0.2	4.7	67.1	0	14.9	35.9	266	41.7	71.9	61.31	127	0	0.5	6	5.9	14.8	386	33.29	9.28	16.05	18.2	27.5	0.188	9.37	812	57.2	132	NA	286	198	299	283	5.6	65	758	111	7	10.75
208	0.234965624522045	0.024561212	0.182893228	0.348666667	1.557666667	1.906333333	26.07	NA	6.2987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	0	-0.0963467	621	259	0	24.23	0.515	1.8	29.2	37	31	14	13.1	10.373484	NA	0	0	0	0	65.25	0	0	0	0	0	22.02	0	677	NA	245	1094	0.13	20.5082	241500	0.103567319	NA	2.7	NA	NA	0.21	1.93	0.15	0.13	0.28	4	63.4	6.44	13.5	35.4	89.42	38.2	91.81	16.7	0	0	0.6	7.4	6.3	14.6	82	25.16	9.68	15.98	19.2	25.5	0.151	11.56	813	52.4	125	NA	375	150	117	228	5.2	29	782	111	6.4	10.72
191	0.267877319203103	0.031166437	0.157438761	0.312666667	1.673333333	1.986	29.06	NA	8.35253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	28	0.0781502	509	222	202	0	0.754	0.8	29.3	18.9	35	5	6.8	7.840856653	NA	0	0	0	0	0	0	0	0	0	0	13.5	0	597	NA	188	207	0.169	22.8279	152750	0.087405368	NA	2.54	NA	NA	0.17	2	0	0.13	0.24	1.7	63.8	11.81	13.5	36.3	35.8	37.3	103	78.03	0	0	0.2	6.9	5.4	14.4	207	22.37	5.07	16.03	19	24.5	0.185	9.74	1020	60.4	76	NA	239	122	90	372	6	27	985	71	2.7	10.8
177	0.187054186732753	0.008704265	0.138989396	0.19	1.177	1.367	27.35	NA	5.29562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	45	0.40547	466	150	150	0	0.52	0.9	29.4	26.9	19	15	9.9	2.32503106	NA	0	17.17	0	0	0	0	0	0	0	0	0	0	262	NA	180	331	0.149	23.015	163750	0.096526508	NA	2.64	NA	NA	0.17	1.43	0.71	0.13	0.2	2.1	64.2	0	15.6	37	19.71	42.2	45.02	78.03	44.33	0	0.3	6.4	6	14.8	228	0	6.36	16.06	17.4	27	0.241	0	850	66.2	137	NA	435	100	341	249	6.2	38	831	122	3.3	10.7
135	0.184422137467434	0.03897826	0.094202023	0.114666667	1.102666667	1.217333333	25.05	NA	4.61398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	23	0.243164	560	255	223	0	0.55	3.1	26.2	34	50	4	12.7	5.355558185	NA	0	0	0	0	0	0	0	0	0	0	0	0	355	NA	233	884	0.13	20.4046	179000	0.096207585	NA	2.41	NA	NA	0.12	1.35	0.54	0.13	0.27	8	66.7	0	14.1	37.4	180	37.8	47.23	0	67.75	0	0.9	7.1	6.3	NA	93	15.22	8.97	16.01	18.9	25	0.112	0	1516	NA	41	NA	400	NA	86	538	NA	18	1466	37	12	10.71
114	0.358901664642377	0.011357005	0.155911917	0.166	0.898666667	1.064666667	29.15	NA	11.1402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	42	0.24511	448	279	165	0	1.1	0.6	29	33.2	27	12	12.4	21.09459859	NA	0	8.67	0	73.12	0	0	0	69.49	0	5.22	0	0	1278	NA	138	166	0.144	19.8995	33214	0.101200686	NA	2.95	NA	NA	0.17	1.08	1.4	0.1	0.2	1.4	64.2	9.05	13.1	37.5	103	34.9	50.85	0	0	0	0.2	6.8	6.1	NA	434	41.06	9.52	15.98	21.7	24.8	0.138	11.19	1374	NA	74	NA	978	NA	181	570	NA	28	1347	62	2.2	10.73
113	0.325500669188601	0.011289075	0.150495406	0.147333333	0.831666667	0.979	30.29	NA	10.6524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	36	0.165077	284	292	176	295	1.115	0.7	32.9	36	0	11	14	13.68183163	NA	0	7.28	0	0	353	0	0	14.58	199	0	0	56.77	792	NA	166	878	0.181	22.0738	96753	0.100693298	NA	3.05	NA	NA	0.15	0.99	1.55	0.16	0.2	1.4	62	0	13.9	39	98.28	35.7	83.74	417	230	0	0.1	5.1	5.6	NA	551	74.52	10.08	15.94	21.4	25.1	0.148	5.26	1519	NA	86	NA	1320	NA	230	608	NA	32	1519	75	2.2	10.69
109	0.180323943639489	0.046056741	0.166557148	0.176666667	0.884	1.060666667	25.7	NA	4.51868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	33	0.218402	338	148	125	0	0.338	2.6	23	31.1	43	7	11.1	3.870082234	NA	0	0	0	0	30.54	188	0	0	0	0	0	0	442	NA	182	598	0.145	20.54	109750	0.117509728	NA	3.02	NA	NA	0.15	1.05	1.54	0.13	0.15	8.2	70.4	9.05	13.9	35.8	61.25	38.8	56.13	0	0	0	0.8	6.6	5.9	14.4	209	0	8.01	15.93	19.3	25.9	0.205	8.26	964	56.8	48	NA	292	142	74	400	5.8	17	921	41	11.6	10.72
102	0.220365670020591	0.069702398	0.139953503	0.114	0.700833333	0.814833333	25.68	7.59525587232094	5.93415	NA	102.738085989176	17.7061808056252	16.4474343454523	616.428515935055	38.6536570046298	0.932198043675727	8.21766997982804	2.41515580976266	5.10476114336199	19.5370847476949	131.710652332638	1.2903779307168	12.3716263321355	NA	25.717315889549	NA	NA	NA	NA	42	38	0.185843	324	173	216	0	0.462	3.1	23.5	36.8	37	48	12.7	7.481689641	NA	0	0	0	22.65	38.9	0	19.84	0	0	0	8.53	0	731	NA	204	1118	0.12	20.9945	212750	0.097741433	NA	2.51	NA	NA	0.15	0.81	1.18	0.14	0.23	9.4	70	0	13	34.5	147	37.7	65.51	55.18	43.21	0	0.9	6.5	6	14.4	319	39.79	9.75	16.03	20	26	0.108	6.39	1128	60.8	66	NA	232	138	24	452	6.4	12	1091	18	13.4	10.75
79	0.301975734451518	0.035754179	0.163813179	0.153333333	0.782666667	0.936	29.02	NA	9.39445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	37	0.22031	645	337	252	0	0.855	1.2	23.1	33.6	39	16	12.6	11.06519553	NA	0	0	0	0	30.54	0	0	0	0	0	0	0	555	NA	208	783	0.131	21.7155	179250	0.097863542	NA	2.84	NA	NA	0.15	0.92	1.41	0.15	0.21	3.7	70.3	6.44	13.7	37.4	80.3	36.7	82.85	0	60.59	0	0.3	6.6	5.4	NA	395	9.36	9.17	16.07	20.3	25.3	0.115	0	1592	NA	178	NA	848	NA	363	600	NA	56	1553	162	5.2	10.719
